Price,House_Type,Area,Bedrooms,Bathrooms,Receptions,Location,County,Central_London_Flag,Area_Classifier
550000,Flat / Apartment,536,1,1,1,Islington,London,No,small
495000,Flat / Apartment,767,2,2,2,Greenwich,London,No,small
800000,Flat / Apartment,857,1,1,1,Tower Hamlets,London,No,small
625000,Flat / Apartment,729,2,2,2,Richmond,Surrey,No,small
550000,Flat / Apartment,585,1,1,1,Islington,London,No,small
475000,Flat / Apartment,566,1,1,1,Tower Hamlets,London,No,small
750000,Flat / Apartment,885,2,2,2,Tower Hamlets,London,No,small
675000,Flat / Apartment,858,3,3,3,Hammersmith and Fulham,London,No,small
450000,Flat / Apartment,495,1,1,1,Wandsworth,London,No,small
1250000,Flat / Apartment,943,2,2,2,Camden,London,No,small
850000,Flat / Apartment,861,2,2,2,Lambeth,London,No,small
825000,Flat / Apartment,687,2,2,2,Camden,London,No,small
550000,Flat / Apartment,599,1,1,1,Brent,London,No,small
450000,Flat / Apartment,572,1,1,1,Wandsworth,London,No,small
375000,Flat / Apartment,450,1,1,1,Tower Hamlets,London,No,small
660000,Flat / Apartment,929,2,2,2,Tower Hamlets,London,No,small
775000,Flat / Apartment,858,2,2,2,Hammersmith and Fulham,London,No,small
995000,Flat / Apartment,875,2,2,2,Islington,London,Yes,small
535000,Flat / Apartment,887,3,3,3,Lambeth,London,No,small
385000,Flat / Apartment,344,1,1,1,Westminster,London,No,small
1195000,Flat / Apartment,723,2,2,2,Kensington and Chelsea,London,No,small
1575000,Flat / Apartment,979,2,2,2,Westminster,London,Yes,small
550000,Flat / Apartment,474,1,1,1,Camden,London,No,small
625000,Flat / Apartment,491,1,1,1,Kensington and Chelsea,London,No,small
445000,Flat / Apartment,667,2,2,2,Tower Hamlets,London,No,small
670000,Flat / Apartment,743,2,2,2,Wandsworth,London,No,small
625000,Flat / Apartment,768,2,2,2,Wandsworth,London,No,small
995000,Flat / Apartment,800,2,2,2,Islington,London,Yes,small
465000,Flat / Apartment,594,1,1,1,Hounslow,London,No,small
600000,Flat / Apartment,568,1,1,1,Islington,London,No,small
665000,Flat / Apartment,956,2,2,2,Wandsworth,London,No,small
435000,Flat / Apartment,510,1,1,1,Hackney,London,No,small
700000,Penthouse,623,2,2,2,Camden,London,Yes,small
730000,New development,801,2,2,2,Westminster,London,No,small
599950,Flat / Apartment,710,2,2,2,Wandsworth,London,No,small
600000,Flat / Apartment,869,2,2,2,Greenwich,London,No,small
670000,Flat / Apartment,662,1,1,1,Hackney,London,No,small
1175000,Flat / Apartment,776,2,2,2,Kensington and Chelsea,London,No,small
725000,Duplex,940,3,3,3,Hackney,London,No,small
400000,Flat / Apartment,708,2,2,2,Hounslow,London,No,small
925000,House,760,2,2,2,Lambeth,London,No,small
550000,Flat / Apartment,481,1,1,1,Tower Hamlets,London,No,small
650000,Flat / Apartment,664,2,2,2,Wandsworth,London,No,small
600000,New development,813,2,2,2,Ealing,London,No,small
775000,Flat / Apartment,941,1,1,1,Hackney,London,No,small
1000000,Flat / Apartment,909,2,2,2,Islington,London,No,small
350000,Flat / Apartment,507,1,1,1,Merton,London,No,small
1250000,Flat / Apartment,763,1,1,1,Westminster,London,No,small
735000,Flat / Apartment,747,2,2,2,Hackney,London,No,small
800000,Flat / Apartment,833,2,2,2,Hammersmith and Fulham,London,No,small
360000,Flat / Apartment,411,1,1,1,Tower Hamlets,London,No,small
950000,Flat / Apartment,970,2,2,2,Hammersmith and Fulham,London,No,small
1495000,Flat / Apartment,939,2,2,2,Westminster,London,No,small
615000,Flat / Apartment,694,2,2,2,Wandsworth,London,No,small
580000,Flat / Apartment,817,2,2,2,Wandsworth,London,No,small
475000,Flat / Apartment,695,2,2,2,Merton,London,No,small
325000,Flat / Apartment,500,1,1,1,Tower Hamlets,London,No,small
560000,Flat / Apartment,661,2,2,2,Wandsworth,London,No,small
475000,Flat / Apartment,471,1,1,1,Westminster,London,No,small
499999,Flat / Apartment,464,1,1,1,Camden,London,No,small
398000,Flat / Apartment,292,1,1,1,Camden,London,No,small
845000,House,776,2,2,2,Wandsworth,London,No,small
1495000,Flat / Apartment,868,2,2,2,Kensington and Chelsea,London,No,small
800000,Flat / Apartment,814,2,2,2,Islington,London,Yes,small
850000,Flat / Apartment,601,2,2,2,Westminster,London,No,small
650000,Flat / Apartment,929,2,2,2,Tower Hamlets,London,No,small
775000,Flat / Apartment,780,3,3,3,Hammersmith and Fulham,London,No,small
625000,Flat / Apartment,693,2,2,2,Hammersmith and Fulham,London,No,small
595000,New development,647,2,2,2,Wandsworth,London,No,small
595000,New development,657,2,2,2,Wandsworth,London,No,small
539950,New development,592,2,2,2,Wandsworth,London,No,small
575000,Flat / Apartment,701,2,2,2,Tower Hamlets,London,No,small
650000,Flat / Apartment,864,3,3,3,Hackney,London,No,small
1295000,Flat / Apartment,887,2,2,2,Westminster,London,No,small
675000,Flat / Apartment,863,2,2,2,Richmond,Surrey,No,small
760000,Flat / Apartment,764,2,2,2,Wandsworth,London,No,small
850000,Flat / Apartment,820,2,2,2,Lambeth,London,No,small
285000,Flat / Apartment,693,2,2,2,Buckhurst Hill,Essex,No,small
470000,Flat / Apartment,885,2,2,2,Loughton,Essex,No,small
625000,New development,667,2,2,2,Lambeth,London,No,small
725000,Flat / Apartment,748,2,2,2,Hammersmith and Fulham,London,No,small
750000,Flat / Apartment,580,1,1,1,Hammersmith and Fulham,London,No,small
510000,Flat / Apartment,721,2,2,2,Hackney,London,No,small
550000,Flat / Apartment,469,2,2,2,Westminster,London,No,small
635000,Flat / Apartment,619,2,2,2,Westminster,London,No,small
670000,Flat / Apartment,669,1,1,1,Camden,London,No,small
675000,Flat / Apartment,774,1,1,1,Tower Hamlets,London,No,small
799950,Flat / Apartment,905,2,2,2,Wandsworth,London,No,small
500000,Flat / Apartment,524,2,2,2,Wandsworth,London,No,small
855000,Flat / Apartment,926,2,2,2,Wandsworth,London,No,small
675000,Flat / Apartment,693,2,2,2,Lambeth,London,No,small
450000,Flat / Apartment,458,1,1,1,Wandsworth,London,No,small
600000,Flat / Apartment,818,2,2,2,Wandsworth,London,No,small
525000,Flat / Apartment,565,1,1,1,Wandsworth,London,No,small
850000,Flat / Apartment,791,2,2,2,Westminster,London,No,small
1095000,Flat / Apartment,663,2,2,2,Westminster,London,Yes,small
775000,Flat / Apartment,476,1,1,1,Kensington and Chelsea,London,No,small
300000,Flat / Apartment,483,1,1,1,Hackney,London,No,small
875000,Flat / Apartment,985,2,2,2,Camden,London,No,small
500000,Flat / Apartment,770,2,2,2,Ealing,London,No,small
500000,House,669,2,2,2,Surbiton,Surrey,No,small
870000,Flat / Apartment,635,1,1,1,Kensington and Chelsea,London,No,small
1160000,Flat / Apartment,689,2,2,2,Kensington and Chelsea,London,No,small
695000,Flat / Apartment,848,2,2,2,Lambeth,London,No,small
550000,Flat / Apartment,848,2,2,2,Wandsworth,London,No,small
450000,Flat / Apartment,640,2,2,2,Tower Hamlets,London,No,small
399995,Flat / Apartment,569,1,1,1,Greenwich,London,No,small
950000,Flat / Apartment,963,2,2,2,Islington,London,Yes,small
885000,Flat / Apartment,747,2,2,2,Islington,London,Yes,small
675000,House,705,2,2,2,Hounslow,London,No,small
775000,New development,672,1,1,1,Hammersmith and Fulham,London,No,small
570000,Flat / Apartment,640,1,1,1,Wandsworth,London,No,small
950000,Flat / Apartment,935,2,2,2,Wandsworth,London,No,small
550000,Flat / Apartment,569,2,2,2,Tower Hamlets,London,No,small
600000,Flat / Apartment,721,2,2,2,Wandsworth,London,No,small
450000,Flat / Apartment,549,1,1,1,Hackney,London,No,small
850000,Flat / Apartment,930,2,2,2,Wandsworth,London,No,small
700000,Flat / Apartment,560,2,2,2,Kensington and Chelsea,London,No,small
450000,Flat / Apartment,677,1,1,1,Newham,London,No,small
375000,Flat / Apartment,502,1,1,1,Hackney,London,No,small
650000,Flat / Apartment,562,1,1,1,Islington,London,Yes,small
375000,Flat / Apartment,590,1,1,1,Newham,London,No,small
1200000,Flat / Apartment,956,1,1,1,Westminster,London,No,small
650000,Flat / Apartment,662,1,1,1,Islington,London,No,small
775000,Flat / Apartment,847,2,2,2,Hackney,London,No,small
695000,Flat / Apartment,774,3,3,3,Wandsworth,London,No,small
375000,Flat / Apartment,526,1,1,1,Wandsworth,London,No,small
830000,Flat / Apartment,930,2,2,2,Hammersmith and Fulham,London,No,small
635000,Flat / Apartment,526,1,1,1,Westminster,London,No,small
1275000,Flat / Apartment,976,3,3,3,Westminster,London,No,small
699995,Flat / Apartment,919,2,2,2,Tower Hamlets,London,No,small
950000,Flat / Apartment,947,3,3,3,Wandsworth,London,No,small
715000,Flat / Apartment,789,2,2,2,Westminster,London,No,small
450000,Flat / Apartment,800,3,3,3,Tower Hamlets,London,No,small
1325000,House,946,2,2,2,Westminster,London,No,small
775000,Flat / Apartment,853,2,2,2,Islington,London,No,small
465000,Flat / Apartment,667,1,1,1,Wandsworth,London,No,small
650000,Flat / Apartment,495,1,1,1,Islington,London,Yes,small
775000,House,926,3,3,3,Richmond Upon Thames,London,No,small
850000,New development,819,2,2,2,Wandsworth,London,No,small
599999,New development,735,1,1,1,Wandsworth,London,No,small
575000,Flat / Apartment,613,1,1,1,Wandsworth,London,No,small
865000,Flat / Apartment,781,2,2,2,Camden,London,No,small
850000,House,972,2,2,2,Ealing,London,No,small
420000,Flat / Apartment,554,1,1,1,Tower Hamlets,London,No,small
825000,Flat / Apartment,573,1,1,1,Camden,London,No,small
999995,Flat / Apartment,763,2,2,2,Camden,London,No,small
1200000,Flat / Apartment,773,2,2,2,Kensington and Chelsea,London,No,small
525000,Flat / Apartment,844,2,2,2,Esher,Surrey,No,small
695000,Flat / Apartment,463,1,1,1,Westminster,London,Yes,small
750000,Flat / Apartment,785,2,2,2,Hackney,London,No,small
850000,Flat / Apartment,822,2,2,2,Westminster,London,No,small
845000,Flat / Apartment,517,1,1,1,Kensington and Chelsea,London,No,small
560000,Flat / Apartment,541,1,1,1,Tower Hamlets,London,No,small
410000,Flat / Apartment,549,1,1,1,Wandsworth,London,No,small
495000,Flat / Apartment,562,1,1,1,Hackney,London,No,small
795000,Flat / Apartment,882,2,2,2,Wandsworth,London,No,small
699999,Flat / Apartment,759,1,1,1,Camden,London,No,small
950000,New development,898,2,2,2,Islington,London,Yes,small
900000,Flat / Apartment,962,2,2,2,Camden,London,No,small
499999,Flat / Apartment,477,1,1,1,Camden,London,No,small
490000,Flat / Apartment,594,1,1,1,Hackney,London,No,small
1095000,Flat / Apartment,741,1,1,1,Westminster,London,Yes,small
625000,Flat / Apartment,648,2,2,2,Richmond Upon Thames,London,No,small
720000,New development,883,2,2,2,Islington,London,No,small
715000,New development,883,2,2,2,Islington,London,No,small
710000,New development,883,2,2,2,Islington,London,No,small
450000,Flat / Apartment,678,2,2,2,Wandsworth,London,No,small
950000,Flat / Apartment,955,2,2,2,Islington,London,No,small
925000,Penthouse,913,2,2,2,Hackney,London,No,small
650000,Flat / Apartment,570,1,1,1,Westminster,London,No,small
299950,Flat / Apartment,274,1,1,1,Hackney,London,No,small
365000,Flat / Apartment,424,1,1,1,Tower Hamlets,London,No,small
475000,Flat / Apartment,720,2,2,2,Tower Hamlets,London,No,small
750000,Flat / Apartment,738,2,2,2,Westminster,London,No,small
530000,New development,848,2,2,2,Loughton,Essex,No,small
1350000,House,954,3,3,3,Hackney,London,No,small
575000,Flat / Apartment,688,2,2,2,Hackney,London,No,small
900000,New development,986,2,2,2,Ealing,London,No,small
1495000,Flat / Apartment,829,2,2,2,Kensington and Chelsea,London,No,small
495000,Flat / Apartment,626,1,1,1,Tower Hamlets,London,No,small
300000,Flat / Apartment,446,1,1,1,Lewisham,London,No,small
700000,Flat / Apartment,898,2,2,2,Wandsworth,London,No,small
890000,Flat / Apartment,848,2,2,2,Westminster,London,No,small
425000,Flat / Apartment,523,1,1,1,Wandsworth,London,No,small
350000,Flat / Apartment,512,1,1,1,Tower Hamlets,London,No,small
399000,Flat / Apartment,469,1,1,1,Brent,London,No,small
715000,Flat / Apartment,600,2,2,2,Westminster,London,No,small
850000,Flat / Apartment,565,2,2,2,Kensington and Chelsea,London,No,small
625000,Penthouse,902,2,2,2,Hounslow,London,No,small
1050000,Flat / Apartment,631,2,2,2,Westminster,London,Yes,small
500000,House,792,2,2,2,Northwood,Middlesex,No,small
575000,Flat / Apartment,625,2,2,2,Wandsworth,London,No,small
700000,Flat / Apartment,964,2,2,2,Ealing,London,No,small
489000,Flat / Apartment,660,2,2,2,Southwark,London,No,small
1395000,Penthouse,831,2,2,2,Kensington and Chelsea,London,No,small
1200000,Flat / Apartment,834,1,1,1,Kensington and Chelsea,London,No,small
695000,Flat / Apartment,784,2,2,2,Hounslow,London,No,small
500000,Flat / Apartment,822,2,2,2,Newham,London,No,small
950000,Flat / Apartment,880,2,2,2,Wandsworth,London,No,small
649950,Flat / Apartment,510,1,1,1,Westminster,London,No,small
775000,Flat / Apartment,624,2,2,2,Kensington and Chelsea,London,No,small
450000,Flat / Apartment,386,1,1,1,Islington,London,Yes,small
650000,Flat / Apartment,458,2,2,2,Westminster,London,No,small
1300000,Flat / Apartment,832,2,2,2,Kensington and Chelsea,London,No,small
1150000,Flat / Apartment,928,2,2,2,Westminster,London,No,small
550000,Flat / Apartment,517,1,1,1,Hammersmith and Fulham,London,No,small
1000000,Flat / Apartment,902,1,1,1,Hackney,London,No,small
650000,Flat / Apartment,797,2,2,2,Wandsworth,London,No,small
550000,Flat / Apartment,529,2,2,2,Hammersmith and Fulham,London,No,small
750000,Flat / Apartment,816,2,2,2,Wandsworth,London,No,small
395000,Flat / Apartment,553,1,1,1,Greenwich,London,No,small
685000,Flat / Apartment,661,2,2,2,Westminster,London,No,small
795000,Flat / Apartment,986,2,2,2,Hammersmith and Fulham,London,No,small
600000,Flat / Apartment,570,2,2,2,Westminster,London,No,small
625000,Flat / Apartment,616,2,2,2,Westminster,London,No,small
775000,Flat / Apartment,832,3,3,3,Tower Hamlets,London,No,small
1175000,Flat / Apartment,880,2,2,2,Hammersmith and Fulham,London,No,small
975000,Flat / Apartment,787,2,2,2,Westminster,London,No,small
575000,Flat / Apartment,793,3,3,3,Richmond Upon Thames,London,No,small
730000,Flat / Apartment,893,2,2,2,Wandsworth,London,No,small
1100000,Flat / Apartment,908,2,2,2,Camden,London,No,small
430000,Flat / Apartment,826,2,2,2,Esher,Surrey,No,small
1495000,Flat / Apartment,971,2,2,2,Kensington and Chelsea,London,No,small
375000,Flat / Apartment,504,1,1,1,Lambeth,London,No,small
425000,Flat / Apartment,473,1,1,1,Wandsworth,London,No,small
675000,Flat / Apartment,767,2,2,2,Wandsworth,London,No,small
599950,Flat / Apartment,680,2,2,2,Lambeth,London,No,small
399950,Flat / Apartment,305,1,1,1,Merton,London,No,small
365000,Flat / Apartment,415,1,1,1,Tower Hamlets,London,No,small
750000,Flat / Apartment,892,2,2,2,Westminster,London,No,small
1000000,Flat / Apartment,892,2,2,2,Camden,London,No,small
750000,Flat / Apartment,880,2,2,2,Islington,London,No,small
500000,Flat / Apartment,680,2,2,2,Wandsworth,London,No,small
700000,Flat / Apartment,836,2,2,2,Islington,London,Yes,small
780000,Flat / Apartment,767,2,2,2,Westminster,London,No,small
660000,Flat / Apartment,603,1,1,1,Kensington and Chelsea,London,No,small
800000,Flat / Apartment,937,2,2,2,Camden,London,No,small
800000,Flat / Apartment,945,3,3,3,Westminster,London,No,small
550000,Flat / Apartment,896,2,2,2,Wandsworth,London,No,small
745000,Flat / Apartment,703,2,2,2,Westminster,London,Yes,small
525000,Flat / Apartment,654,2,2,2,Wandsworth,London,No,small
1150000,Flat / Apartment,882,2,2,2,Islington,London,Yes,small
1050000,New development,612,1,1,1,Camden,London,No,small
850000,Flat / Apartment,838,2,2,2,Wandsworth,London,No,small
255000,Flat / Apartment,440,1,1,1,Hackney,London,No,small
795000,Flat / Apartment,919,2,2,2,Wandsworth,London,No,small
1500000,New development,843,1,1,1,Westminster,London,Yes,small
550000,Flat / Apartment,893,2,2,2,Tower Hamlets,London,No,small
500000,Flat / Apartment,418,1,1,1,Camden,London,No,small
795000,Flat / Apartment,666,2,2,2,Kensington and Chelsea,London,No,small
650000,Flat / Apartment,767,2,2,2,Islington,London,No,small
685000,Flat / Apartment,783,3,3,3,Richmond Upon Thames,London,No,small
515000,Flat / Apartment,518,1,1,1,Hackney,London,No,small
699950,Flat / Apartment,743,2,2,2,Tower Hamlets,London,No,small
599950,Flat / Apartment,657,2,2,2,Wandsworth,London,No,small
525000,Bungalow,583,2,2,2,Richmond,Surrey,No,small
575000,Flat / Apartment,810,2,2,2,Newham,London,No,small
500000,Flat / Apartment,536,1,1,1,Wandsworth,London,No,small
795000,Flat / Apartment,753,2,2,2,Greenwich,London,No,small
550000,Flat / Apartment,574,2,2,2,Tower Hamlets,London,No,small
1235000,Flat / Apartment,960,2,2,2,Hammersmith and Fulham,London,No,small
650000,Flat / Apartment,798,3,3,3,Tower Hamlets,London,No,small
475000,Flat / Apartment,425,1,1,1,Wandsworth,London,No,small
450000,Flat / Apartment,647,1,1,1,Lambeth,London,No,small
550000,New development,728,2,2,2,Islington,London,No,small
595000,Flat / Apartment,702,2,2,2,Hounslow,London,No,small
795000,New development,925,2,2,2,Westminster,London,No,small
625000,Flat / Apartment,537,2,2,2,Hammersmith and Fulham,London,No,small
575000,New development,800,2,2,2,Ealing,London,No,small
425000,Flat / Apartment,590,2,2,2,Wandsworth,London,No,small
349995,Flat / Apartment,486,1,1,1,Tower Hamlets,London,No,small
1050000,Flat / Apartment,958,2,2,2,Hammersmith and Fulham,London,No,small
600000,Flat / Apartment,630,2,2,2,Westminster,London,No,small
1100000,Flat / Apartment,908,2,2,2,Westminster,London,No,small
575000,House,971,3,3,3,Merton,London,No,small
925000,Flat / Apartment,893,2,2,2,Lambeth,London,No,small
1200000,Flat / Apartment,890,1,1,1,Hackney,London,Yes,small
475000,Flat / Apartment,977,3,3,3,Hertfordshire,London,No,small
925000,Flat / Apartment,944,2,2,2,Wandsworth,London,No,small
1450000,Flat / Apartment,961,2,2,2,Kensington and Chelsea,London,No,small
550000,Flat / Apartment,797,2,2,2,Hammersmith and Fulham,London,No,small
440000,Flat / Apartment,847,2,2,2,Newham,London,No,small
475000,Flat / Apartment,895,2,2,2,Tower Hamlets,London,No,small
625000,Flat / Apartment,928,2,2,2,Newham,London,No,small
899995,Flat / Apartment,834,2,2,2,Westminster,London,No,small
795000,Flat / Apartment,922,2,2,2,Richmond Upon Thames,London,No,small
795000,Flat / Apartment,860,2,2,2,Wandsworth,London,No,small
765000,Flat / Apartment,993,2,2,2,Wandsworth,London,No,small
825000,Flat / Apartment,616,1,1,1,Tower Hamlets,London,No,small
875000,Flat / Apartment,943,2,2,2,Camden,London,No,small
498000,Flat / Apartment,554,1,1,1,Tower Hamlets,London,No,small
590000,Flat / Apartment,795,2,2,2,Wandsworth,London,No,small
900000,Flat / Apartment,756,2,2,2,Islington,London,Yes,small
1195000,Flat / Apartment,850,1,1,1,Kensington and Chelsea,London,No,small
850000,Flat / Apartment,975,3,3,3,Wandsworth,London,No,small
520000,Flat / Apartment,411,1,1,1,Westminster,London,No,small
799950,House,686,2,2,2,Islington,London,No,small
410000,Flat / Apartment,547,1,1,1,Greenwich,London,No,small
625000,Flat / Apartment,541,1,1,1,Wandsworth,London,No,small
650000,Flat / Apartment,571,1,1,1,Islington,London,Yes,small
595000,Flat / Apartment,735,2,2,2,Wandsworth,London,No,small
820000,New development,797,1,1,1,Wandsworth,London,No,small
1000000,Flat / Apartment,728,2,2,2,Kensington and Chelsea,London,No,small
625000,Flat / Apartment,825,2,2,2,Islington,London,No,small
965000,Flat / Apartment,925,2,2,2,Westminster,London,No,small
895000,Flat / Apartment,555,1,1,1,Kensington and Chelsea,London,No,small
700000,Flat / Apartment,997,2,2,2,Islington,London,Yes,small
625000,Flat / Apartment,636,1,1,1,Islington,London,Yes,small
450000,Flat / Apartment,500,1,1,1,Camden,London,No,small
850000,Flat / Apartment,848,2,2,2,Islington,London,Yes,small
1195000,Flat / Apartment,678,1,1,1,Westminster,London,Yes,small
550000,Flat / Apartment,960,2,2,2,Tower Hamlets,London,No,small
1000000,Flat / Apartment,659,1,1,1,Westminster,London,No,small
599999,Flat / Apartment,665,2,2,2,Wandsworth,London,No,small
525000,Flat / Apartment,565,1,1,1,Camden,London,No,small
695000,Flat / Apartment,871,2,2,2,Islington,London,No,small
565000,Flat / Apartment,711,2,2,2,Wandsworth,London,No,small
885000,Flat / Apartment,920,2,2,2,Wandsworth,London,No,small
399950,New development,362,1,1,1,Wandsworth,London,No,small
550000,Flat / Apartment,654,2,2,2,Wandsworth,London,No,small
1160000,New development,861,2,2,2,Hammersmith and Fulham,London,No,small
1150000,Flat / Apartment,682,1,1,1,Kensington and Chelsea,London,No,small
360000,Flat / Apartment,630,2,2,2,Hackney,London,No,small
670000,Flat / Apartment,920,2,2,2,Wandsworth,London,No,small
799500,Flat / Apartment,898,2,2,2,Lambeth,London,No,small
350000,Flat / Apartment,422,1,1,1,Ealing,London,No,small
405000,Flat / Apartment,376,1,1,1,Hackney,London,No,small
850000,Flat / Apartment,770,2,2,2,Islington,London,No,small
1295000,Flat / Apartment,924,2,2,2,Hammersmith and Fulham,London,No,small
599950,Flat / Apartment,495,1,1,1,Islington,London,Yes,small
1100000,Flat / Apartment,718,1,1,1,Westminster,London,No,small
700000,Flat / Apartment,990,2,2,2,Wandsworth,London,No,small
625000,House,899,2,2,2,Wandsworth,London,No,small
485000,Flat / Apartment,454,1,1,1,Kensington and Chelsea,London,No,small
565000,Flat / Apartment,895,2,2,2,Greenwich,London,No,small
600000,Flat / Apartment,736,3,3,3,Wandsworth,London,No,small
999950,Penthouse,764,2,2,2,Islington,London,Yes,small
680000,Flat / Apartment,681,2,2,2,Westminster,London,No,small
1000000,Flat / Apartment,923,2,2,2,Islington,London,No,small
835000,Flat / Apartment,744,2,2,2,Islington,London,Yes,small
540000,Flat / Apartment,615,2,2,2,Wandsworth,London,No,small
460000,Flat / Apartment,767,2,2,2,Greenwich,London,No,small
730000,Flat / Apartment,626,2,2,2,Westminster,London,No,small
525000,House,833,3,3,3,Upshire,Essex,No,small
1195000,Flat / Apartment,839,2,2,2,Westminster,London,No,small
775000,Flat / Apartment,828,2,2,2,Kensington and Chelsea,London,No,small
500000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,No,small
699999,Flat / Apartment,970,2,2,2,Wandsworth,London,No,small
500000,Flat / Apartment,462,1,1,1,Islington,London,No,small
1395000,Flat / Apartment,924,2,2,2,Kensington and Chelsea,London,No,small
899995,Flat / Apartment,863,2,2,2,Hackney,London,Yes,small
900000,House,902,2,2,2,Wandsworth,London,No,small
1350000,Flat / Apartment,750,2,2,2,Westminster,London,No,small
950000,House,968,2,2,2,Ealing,London,No,small
595000,Flat / Apartment,674,2,2,2,Wandsworth,London,No,small
700000,Flat / Apartment,801,3,3,3,Wandsworth,London,No,small
675000,Flat / Apartment,736,2,2,2,Hackney,London,No,small
800000,Flat / Apartment,907,2,2,2,Ealing,London,No,small
995000,Flat / Apartment,685,2,2,2,Westminster,London,Yes,small
500000,Flat / Apartment,945,4,4,4,Lambeth,London,No,small
950000,Flat / Apartment,870,2,2,2,Islington,London,Yes,small
470000,Penthouse,496,1,1,1,Tower Hamlets,London,No,small
1250000,Flat / Apartment,969,3,3,3,Camden,London,No,small
475000,Flat / Apartment,542,1,1,1,Tower Hamlets,London,No,small
450000,Flat / Apartment,738,2,2,2,Tower Hamlets,London,No,small
595000,Flat / Apartment,795,2,2,2,Hackney,London,No,small
725000,Flat / Apartment,521,1,1,1,Westminster,London,No,small
750000,Flat / Apartment,596,1,1,1,Westminster,London,No,small
575000,New development,531,1,1,1,Tower Hamlets,London,No,small
1425000,Flat / Apartment,983,2,2,2,Kensington and Chelsea,London,No,small
550000,Flat / Apartment,672,2,2,2,Hackney,London,No,small
640000,New development,794,3,3,3,Hackney,London,No,small
875000,Flat / Apartment,782,2,2,2,Wandsworth,London,No,small
550000,Flat / Apartment,558,2,2,2,Islington,London,No,small
300000,Flat / Apartment,573,1,1,1,Northwood,Middlesex,No,small
890000,Flat / Apartment,800,2,2,2,Islington,London,Yes,small
862000,New development,978,3,3,3,Wandsworth,London,No,small
775000,New development,636,1,1,1,Wandsworth,London,No,small
680000,Flat / Apartment,484,1,1,1,Westminster,London,Yes,small
1030000,Flat / Apartment,959,2,2,2,Hammersmith and Fulham,London,No,small
880000,Flat / Apartment,693,2,2,2,Kensington and Chelsea,London,No,small
544999,Flat / Apartment,792,2,2,2,Greenwich,London,No,small
799000,Flat / Apartment,835,1,1,1,Hammersmith and Fulham,London,No,small
1075000,Flat / Apartment,724,1,1,1,Kensington and Chelsea,London,No,small
895000,Flat / Apartment,648,2,2,2,City Of London,London,Yes,small
595000,Flat / Apartment,632,1,1,1,Richmond,Surrey,No,small
950000,Flat / Apartment,911,2,2,2,Wandsworth,London,No,small
575000,Flat / Apartment,924,2,2,2,Greenwich,London,No,small
500000,Flat / Apartment,546,2,2,2,Wandsworth,London,No,small
925000,New development,666,1,1,1,Southwark,London,No,small
450000,Flat / Apartment,440,1,1,1,Hammersmith and Fulham,London,No,small
400000,House,571,1,1,1,Tower Hamlets,London,No,small
950000,Flat / Apartment,519,1,1,1,Westminster,London,No,small
695000,New development,551,1,1,1,Hammersmith and Fulham,London,No,small
525000,Flat / Apartment,420,1,1,1,Kensington and Chelsea,London,No,small
600000,Flat / Apartment,799,2,2,2,Tower Hamlets,London,No,small
875000,Flat / Apartment,648,1,1,1,Kensington and Chelsea,London,No,small
485000,Flat / Apartment,563,1,1,1,Hackney,London,No,small
550000,Flat / Apartment,691,1,1,1,Tower Hamlets,London,No,small
685000,Flat / Apartment,655,1,1,1,Lambeth,London,No,small
800000,Flat / Apartment,993,2,2,2,Wandsworth,London,No,small
320000,Flat / Apartment,469,1,1,1,Tower Hamlets,London,No,small
800000,Flat / Apartment,572,1,1,1,City Of London,London,Yes,small
700000,Flat / Apartment,736,1,1,1,Richmond Upon Thames,London,No,small
325000,Flat / Apartment,538,1,1,1,Tower Hamlets,London,No,small
830000,New development,600,1,1,1,Hammersmith and Fulham,London,No,small
1425000,New development,911,2,2,2,Hammersmith and Fulham,London,No,small
699950,Flat / Apartment,901,1,1,1,Westminster,London,No,small
900000,New development,522,1,1,1,City Of London,London,Yes,small
525000,Flat / Apartment,844,2,2,2,Tower Hamlets,London,No,small
1100000,Flat / Apartment,781,2,2,2,Camden,London,No,small
1300000,Flat / Apartment,834,2,2,2,Westminster,London,No,small
800000,Flat / Apartment,524,1,1,1,City Of London,London,Yes,small
1195000,New development,922,2,2,2,Tower Hamlets,London,No,small
525000,Flat / Apartment,619,1,1,1,Hackney,London,No,small
435000,New development,474,1,1,1,Tower Hamlets,London,No,small
1000000,Flat / Apartment,985,1,1,1,Kensington and Chelsea,London,No,small
1475000,Flat / Apartment,818,1,1,1,Kensington and Chelsea,London,No,small
1050000,New development,758,1,1,1,Westminster,London,No,small
485000,Flat / Apartment,632,2,2,2,Tower Hamlets,London,No,small
489950,House,765,1,1,1,Loughton,Essex,No,small
840000,House,910,3,3,3,Hackney,London,No,small
750000,New development,579,1,1,1,Hammersmith and Fulham,London,No,small
1000000,House,954,2,2,2,Wandsworth,London,No,small
450000,Flat / Apartment,675,2,2,2,Islington,London,Yes,small
775000,Flat / Apartment,950,2,2,2,Tower Hamlets,London,No,small
800000,Flat / Apartment,681,1,1,1,Hammersmith and Fulham,London,No,small
790000,New development,591,1,1,1,Hammersmith and Fulham,London,No,small
639950,New development,779,2,2,2,Wandsworth,London,No,small
559950,New development,546,1,1,1,Wandsworth,London,No,small
725000,Flat / Apartment,860,2,2,2,Merton,London,No,small
